project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program
hilton,ec0087894,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Masculino,Sí,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,0,3,3,4,3,3,3,3,5,1,3,3.4444444444444446,0,0,0.4,0.4,3.0444444444444447,48027cea-d741-4dc7-8293-0247021eddd4,NA,2,2,163,1,TRUE
prm,ec0088106,2022-01-26T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,3,1,4,1,1 - 3 Years,2019-07-07T00:00:00Z,4,3,5,5,5,3,3,3,3,3,3,1,1,3,2,3.2,0,0,0.4,0.4,2.8000000000000003,bf3ca627-2595-477d-ba9b-fe20c9f95755,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0088106,2022-05-06T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,1,3,1,< 1 Year,2020-07-24T00:00:00Z,5,5,5,5,5,3,5,3,3,2,5,4,5,5,5,4.5,0,0,0.6000000000000001,0.6000000000000001,3.9,29c824ed-82c0-4d7f-bf96-304e9ac04109,MDG SESP con enfoque de género,2,2,100,1,TRUE
prm,ec0088160,2022-02-03T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,1,1 - 3 Years,2019-08-25T00:00:00Z,4,3,5,0,3,3,3,3,3,2,3,1,5,5,5,3.111111111111111,0,0,0.6000000000000001,0.6000000000000001,2.511111111111111,d2d4bb0f-47fa-4c41-af75-d3eac5ad6041,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0088160,2022-04-12T00:00:00Z,jetzabeth molina,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Registro de nacimiento,Español,1,0,1,1,1 - 3 Years,2019-08-25T00:00:00Z,4,3,5,5,3,3,5,3,3,3,5,3,5,5,5,3.9,0,0,0.4,0.4,3.5,273d50d6-90c7-48d6-ae08-72c3769ba18f,MDG SESP con enfoque de género,2,2,68,1,TRUE
hilton,ec0088260,2021-10-28T00:00:00Z,arelis torres,Femenino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de excepción (VERHU),Español,1,0,1,2,< 1 Year,2017-05-10T00:00:00Z,4,3,5,5,3,3,3,2,5,5,3,4,1,1,1,3.3,0,0,0,0,3.3,e3c6e84e-6793-4cdb-9d50-e44c38f2344f,NA,2,1,0,0.5,TRUE
hilton,ec0088260,2022-06-14T00:00:00Z,arelis torres,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,2,1 – 3 Years,2019-11-12T00:00:00Z,5,5,5,5,5,3,3,4,3,3,5,3,5,5,5,4.3,0,0,0.4,0.4,3.9,e4b07992-4d22-4fe6-bd67-1f2e7ea7dab1,NA,2,2,229,1,TRUE
hilton,ec0088756,2021-11-18T00:00:00Z,hector bravo mendoza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,1 – 3 Years,2020-03-06T00:00:00Z,4,1,3,5,3,1,3,2,5,5,3,1,1,3,2,2.9,0.3,0.2,0,0.5,2.4,f65f60b6-73e9-4d9f-8755-0191609bc259,NA,2,1,0,0.5,TRUE
hilton,ec0088756,2022-06-20T00:00:00Z,arelis torres,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2020-03-06T00:00:00Z,5,5,5,5,3,3,3,4,3,3,5,3,5,5,5,4.1,0,0,0.4,0.4,3.6999999999999997,322cf598-5b44-4b1f-917a-7d577f522610,NA,2,2,214,1,TRUE
hilton,ec0089355,2021-12-06T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Pasaporte,Español,4,0,4,1,< 1 Year,2019-11-15T00:00:00Z,4,3,3,3,5,2,3,2,1,3,3,1,5,3,4,2.9,0.3,0.1,0.4,0.8,2.0999999999999996,2f8b8613-41aa-432d-938f-4682a631eb7d,NA,2,1,0,0.5,TRUE
hilton,ec0089355,2022-06-16T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,1 – 3 Years,2018-11-19T00:00:00Z,5,5,5,5,5,3,3,4,3,3,5,3,5,5,5,4.3,0,0,0.4,0.4,3.9,502dd686-a784-4a34-b399-a24e1ccac331,NA,2,2,192,1,TRUE
prm,ec0090039,2022-01-31T00:00:00Z,cecilia aulestia,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,3 - 5 Years,2016-06-23T00:00:00Z,5,3,5,5,3,3,3,3,3,3,2,1,5,3,4,3.2,0,0,0.4,0.4,2.8000000000000003,42d34c10-59e6-4a8b-a4d4-362a40e2ffc1,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090039,2022-05-05T00:00:00Z,cecilia aulestia,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Pasaporte Visa de excepción (VERHU),Español,2,0,2,1,< 1 Year,2016-06-14T00:00:00Z,5,5,5,5,0,3,5,3,3,2,5,3,5,5,5,4.333333333333333,0,0,0.6000000000000001,0.6000000000000001,3.733333333333333,5be15ef8-b9c3-433a-bd9b-113017a1bb16,MDG SESP con enfoque de género,2,2,94,1,TRUE
prm,ec0090191,2022-02-07T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,0,3,1,1 - 3 Years,2020-12-27T00:00:00Z,4,1,5,1,1,3,3,2,5,5,2,3,1,3,2,2.4,0,0,0,0,2.4,b823895a-0a23-4546-b7ff-7f8646311bce,MDG Regular,2,1,0,0.5,TRUE
prm,ec0090191,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,1 - 3 Years,2021-01-02T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,3,5,3,4,4.2,0,0,0.4,0.4,3.8000000000000003,ec73152a-5bb7-4ad0-a1a6-106ac37375ef,MDG Regular,2,2,70,1,TRUE
prm,ec0090226,2022-01-31T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Otro,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,1,< 1 Year,2022-01-31T00:00:00Z,5,3,3,0,1,3,3,2,1,5,3,1,1,5,3,2.4444444444444446,0.3,0,0,0.3,2.144444444444445,a68b42b3-a55d-4263-89e8-05df59c0fe34,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090226,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Otro,Sí,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,1 - 3 Years,2019-05-09T00:00:00Z,5,5,5,0,0,3,5,2,3,2,5,4,1,5,3,4,0,0,0.6000000000000001,0.6000000000000001,3.4,de45523a-296b-4919-b6af-cb3eebf42de8,MDG SESP con enfoque de género,2,2,95,1,TRUE
prm,ec0090365,2022-02-03T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,2,0,2,2,3 - 5 Years,2022-02-03T00:00:00Z,4,1,3,5,3,1,3,4,5,5,2,1,1,5,3,3.1,0.3,0.2,0,0.5,2.6,88adbd48-f98f-43a6-8574-cccf106849a3,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090365,2022-05-05T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2022-05-05T00:00:00Z,5,5,5,5,5,1,3,5,3,3,5,3,1,5,3,4.2,0,0.2,0.4,0.6000000000000001,3.6,7cd764f8-db01-4d0c-a1b2-927ebb6fae27,MDG SESP con enfoque de género,2,2,91,1,TRUE
hilton,ec0090451,2021-11-23T00:00:00Z,patricio jacome,Masculino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2019-12-17T00:00:00Z,5,3,5,0,3,3,3,3,3,3,3,3,5,5,5,3.4444444444444446,0,0,0.4,0.4,3.0444444444444447,9fa16689-7b89-43fe-b7fe-f99fd409626c,NA,2,1,0,0.5,TRUE
hilton,ec0090451,2022-05-09T00:00:00Z,vera medina eylin virginia,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,NA,1,2,1 – 3 Years,2019-12-17T00:00:00Z,4,5,5,5,3,3,3,2,5,3,3,4,5,1,3,3.7,0,0,0.4,0.4,3.3000000000000003,365d157f-f47c-40bc-928a-1453b88013a8,NA,2,2,167,1,TRUE
prm,ec0090585,2022-01-28T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,2,1 - 3 Years,2022-01-28T00:00:00Z,5,3,3,0,1,1,3,3,5,5,3,1,1,5,3,3,0.3,0.2,0,0.5,2.5,f2dc084b-27d6-458e-99af-f597379e126f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090585,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,2,1 - 3 Years,2019-11-18T00:00:00Z,5,5,5,0,0,3,3,4,3,2,5,4,5,5,5,4.25,0,0,0.6000000000000001,0.6000000000000001,3.65,44e34966-657e-4b0e-8ae4-091f00545cff,MDG SESP con enfoque de género,2,2,98,1,TRUE
prm,ec0090595,2022-01-13T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,2,0,2,2,1 - 3 Years,2019-08-16T00:00:00Z,4,1,3,5,1,1,3,2,3,5,2,1,5,3,4,2.6,0.3,0.2,0,0.5,2.1,da907fb5-2717-4e28-9ad6-77ed79f25599,NA,2,1,0,0.5,TRUE
prm,ec0090595,2022-05-05T00:00:00Z,kerly montero,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,"Cédula de identidad / ciudadanía Pasaporte Otras Visas (profesional, estudiante, etc)",Español,2,0,2,2,< 1 Year,2019-08-16T00:00:00Z,5,5,5,5,1,3,5,4,3,2,5,5,1,5,3,4.1,0,0,0.6000000000000001,0.6000000000000001,3.4999999999999996,3a169c84-64d1-400d-9e4a-b7185518dbc4,MDG Regular,2,2,112,1,TRUE
prm,ec0090891,2022-02-02T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,3,0,3,1,< 1 Year,2021-04-01T00:00:00Z,4,1,5,5,3,3,3,2,3,2,3,1,5,5,5,3,0,0,0.6000000000000001,0.6000000000000001,2.4,bcab803f-57a4-4562-931a-4f0e0bbbe379,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090891,2022-04-12T00:00:00Z,gabriela soto,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,3,0,3,1,1 - 3 Years,2021-04-04T00:00:00Z,4,5,5,5,1,3,3,3,5,5,5,3,1,5,3,3.7,0,0,0,0,3.7,a5fe970d-963a-4903-8b25-26e884928708,MDG SESP con enfoque de género,2,2,69,1,TRUE
hilton,ec0090951,2021-11-15T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa de Unasur,Español,0,0,0,2,< 1 Year,2017-02-19T00:00:00Z,4,3,5,0,1,3,1,5,5,5,3,3,1,3,2,3,0,0,0,0,3,c532aff2-1d1e-40f2-8f4c-982fef66a632,NA,2,1,0,0.5,TRUE
hilton,ec0090951,2022-06-14T00:00:00Z,arelis torres,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,0,0,2,1 – 3 Years,2019-02-19T00:00:00Z,5,5,5,0,0,3,3,5,3,3,5,4,5,5,5,4.375,0,0,0.4,0.4,3.975,1519b394-181b-40fd-a602-cf137aaa3a9a,NA,2,2,211,1,TRUE
hilton,ec0090953,2021-11-16T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,1 – 3 Years,2019-08-17T00:00:00Z,4,3,5,5,3,1,1,4,5,5,2,3,1,3,2,3.2,0,0.2,0,0.2,3,f218d32b-5c24-41be-87a3-53e8970f1bd5,NA,2,1,0,0.5,TRUE
hilton,ec0090953,2022-06-16T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2019-08-17T00:00:00Z,5,3,5,5,0,3,3,4,3,3,3,3,1,5,3,3.5555555555555554,0,0,0.4,0.4,3.1555555555555554,7673ab14-5877-4338-83d1-d8bec4f8fc50,NA,2,2,212,1,TRUE
prm,ec0090967,2022-02-10T00:00:00Z,hector bravo mendoza,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,0,2,2,1,> 5 Years,2017-01-29T00:00:00Z,3,0,3,0,3,2,3,2,3,5,5,1,5,3,4,3,0.3,0.1,0,0.4,2.6,b68814c9-ce0d-4b1c-8942-67878f6d6a05,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0090967,2022-04-27T00:00:00Z,john ycaza,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,0,1,1,3,1 - 3 Years,2019-11-21T00:00:00Z,4,3,5,0,0,3,3,3,3,2,5,3,5,5,5,3.625,0,0,0.6000000000000001,0.6000000000000001,3.025,0bcb5247-41b2-4535-9c9e-7e92470e7118,MDG SESP con enfoque de género,2,2,76,1,TRUE
hilton,ec0090970,2021-11-15T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2019-06-27T00:00:00Z,4,1,3,5,1,3,3,5,5,5,3,3,1,3,2,3.2,0.3,0,0,0.3,2.9000000000000004,fd24cadf-a75b-4a62-8b68-ee15e20e6c65,NA,2,1,0,0.5,TRUE
hilton,ec0090970,2022-06-20T00:00:00Z,arelis torres,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,1,< 1 Year,2019-06-27T00:00:00Z,5,5,5,5,3,3,3,4,3,3,5,3,5,5,5,4.1,0,0,0.4,0.4,3.6999999999999997,0afb3afb-bb85-4227-9b3c-1afe6a775319,NA,2,2,217,1,TRUE
hilton,ec0091183,2021-11-18T00:00:00Z,arelis torres,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2019-06-27T00:00:00Z,4,3,5,5,3,3,3,3,3,3,2,3,5,5,5,3.4,0,0,0.4,0.4,3,ec7516d7-e3e0-4da3-99a2-f061a9b661b0,NA,2,1,0,0.5,TRUE
hilton,ec0091183,2022-06-20T00:00:00Z,arelis torres,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,1,0,1,1,< 1 Year,2017-06-27T00:00:00Z,4,5,5,5,5,3,5,3,3,3,5,3,5,5,5,4.3,0,0,0.4,0.4,3.9,995c04ef-bb8f-4e5e-9940-180d87a7226b,NA,2,2,214,1,TRUE
hilton,ec0091188,2021-11-16T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2018-08-18T00:00:00Z,4,1,3,3,5,3,3,2,5,5,2,1,1,5,3,2.9,0.3,0,0,0.3,2.6,f0152876-2549-4397-a78a-89a96f966734,NA,2,1,0,0.5,TRUE
hilton,ec0091188,2022-06-21T00:00:00Z,john ycaza,Masculino,NA,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 – 3 Years,2018-08-18T00:00:00Z,5,5,5,5,0,3,3,5,3,3,5,3,5,5,5,4.333333333333333,0,0,0.4,0.4,3.933333333333333,3bda796d-818b-4c72-ab56-a692b742e8df,NA,2,2,217,1,TRUE
prm,ec0091199,2022-02-03T00:00:00Z,ivett vanessa ramos bosquez,Masculino,Vía telefónica,Colombiana,Masculino,NA,Español,Pasaporte Visa de Protección Internacional,Español,2,0,2,2,< 1 Year,2021-03-18T00:00:00Z,5,1,5,5,5,1,3,5,3,2,5,1,5,3,4,3.7,0,0.2,0.6000000000000001,0.8,2.9000000000000004,87c09c71-e0ce-45a9-9b4a-59b5ed5156dd,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091199,2022-04-28T00:00:00Z,vanessa ramos,Femenino,Presencial,Colombiana,Masculino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,2,< 1 Year,2021-03-17T00:00:00Z,5,5,5,5,0,3,3,3,3,2,5,4,1,3,2,3.888888888888889,0,0,0.6000000000000001,0.6000000000000001,3.2888888888888888,1eece3e8-1684-4dc1-939c-5944f31b2789,MDG SESP con enfoque de género,2,2,84,1,TRUE
hilton,ec0091207,2021-10-28T00:00:00Z,raul enrique calderon mero,Masculino,Presencial,Venezolana,Femenino,NA,Español,Visa de excepción (VERHU),Español,1,0,1,1,1 – 3 Years,2017-10-20T00:00:00Z,4,1,5,5,3,3,3,2,5,5,2,1,1,5,3,2.9,0,0,0,0,2.9,b4b4aa00-39c1-45bb-b343-8e325338e880,NA,2,1,0,0.5,TRUE
hilton,ec0091207,2022-06-22T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Visa Humanitaria,Español,1,0,1,1,< 1 Year,2017-10-20T00:00:00Z,5,5,5,5,0,3,3,4,3,3,5,3,1,5,3,4,0,0,0.4,0.4,3.6,fcfdad08-d7ba-443e-8e42-aec518d1b8fb,NA,2,2,237,1,TRUE
prm,ec0091219,2022-02-22T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2020-09-16T00:00:00Z,4,3,5,5,0,3,5,2,3,3,3,1,1,3,2,3.111111111111111,0,0,0.4,0.4,2.7111111111111112,02648515-d105-4d4f-8069-cafd69f5bb25,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091219,2022-04-19T00:00:00Z,amelia bone,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2020-09-16T00:00:00Z,5,5,5,1,5,3,5,3,3,2,5,3,1,3,2,3.7,0,0,0.6000000000000001,0.6000000000000001,3.1,635a5384-19e1-47a6-adee-316bc6acc6ac,MDG Regular,2,2,56,1,TRUE
prm,ec0091245,2022-02-10T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,1 - 3 Years,2021-01-04T00:00:00Z,4,3,5,1,0,3,3,2,5,5,2,1,5,3,4,2.7777777777777777,0,0,0,0,2.7777777777777777,008b2cf3-03ea-4fcf-95ef-88364d739167,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091245,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,1 - 3 Years,2021-01-04T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,3,5,3,4,4.2,0,0,0.4,0.4,3.8000000000000003,b547b192-4e33-4a1d-946b-b5341d228de0,MDG SESP con enfoque de género,2,2,67,1,TRUE
hilton,ec0091248,2021-11-16T00:00:00Z,darlin alejandro alonzo veliz,Masculino,Presencial,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,1,1,2,1,< 1 Year,2019-08-21T00:00:00Z,4,1,3,5,3,3,3,4,3,3,2,1,5,3,4,3,0.3,0,0.4,0.7,2.3,afe2fcda-4a8f-428b-ac89-125be6faaf32,NA,2,1,0,0.5,TRUE
hilton,ec0091248,2022-06-23T00:00:00Z,john ycaza,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Unasur,Español,1,1,2,1,1 – 3 Years,2019-08-21T00:00:00Z,5,5,5,5,1,3,3,4,3,3,5,3,5,5,5,3.9,0,0,0.4,0.4,3.5,d51e0903-eb89-4c2a-9b3f-201d6b28cb31,NA,2,2,219,1,TRUE
prm,ec0091259,2022-02-08T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,2,2,4,2,< 1 Year,2021-08-11T00:00:00Z,4,3,5,1,0,3,5,2,3,2,5,1,1,3,2,2.888888888888889,0,0,0.6000000000000001,0.6000000000000001,2.2888888888888888,6adba1c1-b27d-43af-8ceb-79aa6978ac6b,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091259,2022-04-20T00:00:00Z,amelia bone,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Visa de Protección Internacional,Español,2,0,2,2,< 1 Year,2021-08-11T00:00:00Z,5,5,5,1,0,3,5,3,3,2,5,3,1,5,3,3.6666666666666665,0,0,0.6000000000000001,0.6000000000000001,3.0666666666666664,85401fa3-2b8c-4e77-8b99-e5c374fa2356,MDG SESP con enfoque de género,2,2,71,1,TRUE
prm,ec0091268,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Otro / No aplica,Español,2,0,2,0,1 - 3 Years,2021-01-15T00:00:00Z,4,3,5,5,5,3,5,2,3,3,3,1,1,3,2,3.3,0,0,0.4,0.4,2.9,38a00d35-7f5c-4ed1-bfc4-384121e6d0ad,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091268,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,1 - 3 Years,2021-01-15T00:00:00Z,5,0,5,1,3,3,3,3,3,2,5,3,1,5,3,3.2222222222222223,0,0,0.6000000000000001,0.6000000000000001,2.6222222222222222,a5740049-a669-455b-a3d3-96f78e90b354,MDG SESP con enfoque de género,2,2,77,1,TRUE
prm,ec0091270,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-04-20T00:00:00Z,4,3,5,1,3,3,5,3,3,3,5,1,1,3,2,3,0,0,0.4,0.4,2.6,280eb353-8088-4094-93ab-517f4a51817a,MDG Regular,2,1,0,0.5,TRUE
prm,ec0091270,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-04-20T00:00:00Z,5,5,5,1,5,3,3,3,3,2,5,3,5,5,5,3.8,0,0,0.6000000000000001,0.6000000000000001,3.1999999999999997,472eda26-a6f5-42f8-8743-e0eb38bfa291,MDG SESP con enfoque de género,2,2,77,1,TRUE
prm,ec0091285,2022-01-31T00:00:00Z,alexandra lopez,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-05-28T00:00:00Z,4,5,5,5,5,3,1,3,3,2,3,1,1,3,2,3.2,0,0,0.6000000000000001,0.6000000000000001,2.6,76be2609-881f-4a26-840b-54edc3975f4f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091285,2022-05-04T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Visa de Protección Internacional,Español,2,0,2,1,< 1 Year,2021-05-28T00:00:00Z,5,5,5,5,0,3,3,5,3,3,3,3,1,3,2,3.7777777777777777,0,0,0.4,0.4,3.3777777777777778,4b289515-1dde-4100-adae-f615b6daaa88,MDG SESP con enfoque de género,2,2,93,1,TRUE
prm,ec0091300,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Visa Humanitaria,Español,1,0,1,1,< 1 Year,2021-06-10T00:00:00Z,3,0,5,1,0,3,5,2,1,3,5,1,5,3,4,2.75,0,0,0.4,0.4,2.35,19d1d08c-57e5-4325-955b-eabd6d58c585,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091300,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,1,0,1,1,< 1 Year,2021-06-10T00:00:00Z,5,5,5,1,0,3,3,3,3,2,5,3,5,3,4,3.5555555555555554,0,0,0.6000000000000001,0.6000000000000001,2.9555555555555553,b82273bf-4266-478b-a40a-a0ec621c7d40,MDG SESP con enfoque de género,2,2,77,1,TRUE
prm,ec0091301,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-03-15T00:00:00Z,4,5,5,1,0,3,3,2,3,2,5,1,1,3,2,2.888888888888889,0,0,0.6000000000000001,0.6000000000000001,2.2888888888888888,5d74231c-d291-49af-8c17-9ef803ed0385,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0091301,2022-04-13T00:00:00Z,amelia bone,Femenino,Presencial,Colombiana,Femenino,NA,Español,Visa de Protección Internacional,Español,3,0,3,1,1 - 3 Years,2021-03-14T00:00:00Z,3,0,5,1,5,3,5,1,1,2,5,1,1,3,2,2.6666666666666665,0,0,0.6000000000000001,0.6000000000000001,2.0666666666666664,9111f27c-7bd5-410f-a5cb-66d838c8829c,MDG SESP con enfoque de género,2,2,64,1,TRUE
