project,codigo,fecha_encuesta,nombre_del_evaluador,genero_del_evaluador,interview_modality,nacionalidad,gender,follow_up,hh_language,document,interview_language,children,seniors,dependents,adults,time_in_country,date_of_arrival,d1a_housing_score,d1b_rent_score,d2_food_score,d3_education_score,d4_healthcare_score,d5_health_status_score,d6_safety_score,d7_employment_score,d8_fin_resources_score,d9_assistance_score,d10_debt_score,d11_savings_score,d12a_fin_soc_cap_score,d12b_rel_soc_cap_score,d12_average_score,group_a_total_score,d2_weighted_score,d5_weighted_score,d9_weighted_score,group_b_total_score,hh_sri_total_score,uuid,program_type,count,position,days_since_pre,measure_prop,in_program
prm,ec0092349,2022-01-31T00:00:00Z,cecilia aulestia,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,2,0,2,2,3 - 5 Years,2022-01-31T00:00:00Z,4,1,5,5,3,1,3,2,3,2,3,3,1,5,3,3,0,0.2,0.6000000000000001,0.8,2.2,ad707e50-7354-4841-b6fb-52c0058ec8d8,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092349,2022-04-29T00:00:00Z,cecilia aulestia,Femenino,Presencial,Ecuatoriana,Femenino,Sí,Español,Pasaporte,Español,NA,NA,NA,2,< 1 Year,2022-04-29T00:00:00Z,4,3,5,5,3,3,3,4,3,1,5,3,1,5,3,3.6,0,0,0.8,0.8,2.8,cab69a21-7643-414e-be15-c9679d932b2c,MDG SESP con enfoque de género,2,2,88,1,TRUE
prm,ec0092351,2022-02-01T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Otro,NA,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,2,0,2,2,1 - 3 Years,2018-02-10T00:00:00Z,5,3,5,1,3,3,3,1,5,3,5,1,5,1,3,3,0,0,0.4,0.4,2.6,5bcab1d0-a864-41ff-a7f2-fb7e33728188,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092351,2022-05-06T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Visa de Unasur,Español,2,0,2,2,1 - 3 Years,2018-02-10T00:00:00Z,5,5,5,5,5,3,5,4,3,2,5,3,5,5,5,4.5,0,0,0.6000000000000001,0.6000000000000001,3.9,08b115f9-65a1-4794-905f-63132e7c1876,MDG SESP con enfoque de género,2,2,94,1,TRUE
prm,ec0092353,2022-02-01T00:00:00Z,kerly montero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2021-10-18T00:00:00Z,4,1,5,1,3,3,3,2,5,5,3,1,1,5,3,2.6,0,0,0,0,2.6,a14128b1-1e2f-495b-903d-9ed8201495c5,MDG SESP con enfoque de género,1,1,0,1,FALSE
caminando,ec0092354,2022-04-21T00:00:00Z,carolina elizalde,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-12-13T00:00:00Z,4,1,5,1,1,3,5,3,5,3,3,1,5,3,4,2.8,0,0,0.4,0.4,2.4,456927b5-2b2a-4309-9330-e42611910b7d,NA,1,1,0,1,FALSE
prm,ec0092368,2022-01-25T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,2,1,< 1 Year,2021-09-25T00:00:00Z,5,3,5,5,3,3,3,3,3,2,5,3,1,3,2,3.5,0,0,0.6000000000000001,0.6000000000000001,2.9,87ab93ff-de32-4ec3-9752-9d24aa4c4acc,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092368,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte,Español,3,NA,3,1,1 - 3 Years,2021-08-25T00:00:00Z,1,5,5,5,3,1,1,3,3,3,2,3,1,1,1,2.7,0,0.2,0.4,0.6000000000000001,2.1,a5075556-6ddc-4094-a64e-54b43a20be90,MDG SESP con enfoque de género,2,2,94,1,TRUE
prm,ec0092370,2022-01-25T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,NA,NA,NA,1,< 1 Year,2019-01-10T00:00:00Z,4,3,5,0,3,3,3,1,1,3,3,3,5,3,4,2.7777777777777777,0,0,0.4,0.4,2.3777777777777778,226337ea-c592-4e55-80fb-0928961f9b54,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092370,2022-05-05T00:00:00Z,patricio jacome,Masculino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2019-08-11T00:00:00Z,4,5,5,0,5,3,5,2,3,2,5,3,5,5,5,4.111111111111111,0,0,0.6000000000000001,0.6000000000000001,3.5111111111111106,b610a295-ecd1-4e0d-b208-e26501bb7f04,MDG SESP con enfoque de género,2,2,100,1,TRUE
prm,ec0092372,2022-02-02T00:00:00Z,juan jose romero,Femenino,Vía telefónica,Venezolana,Femenino,NA,Otro / No aplica,Pasaporte,Otro / No aplica,2,0,2,2,< 1 Year,2021-12-09T00:00:00Z,4,3,2,1,3,3,3,1,5,3,5,1,5,3,4,3,0.44999999999999996,0,0.4,0.85,2.15,a6c9708a-7ce2-4812-9ef0-36fd5c654ab8,MDG SESP con enfoque de género,1,1,0,1,FALSE
caminando,ec0092373,2022-04-22T00:00:00Z,marlene guallasamin,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Visa Humanitaria,Español,2,NA,NA,4,< 1 Year,2021-08-02T00:00:00Z,4,5,3,1,5,2,3,5,3,3,5,1,1,5,3,3.5,0.3,0.1,0.4,0.8,2.7,a4611808-4508-4e86-afac-318fe485e396,NA,1,1,0,1,FALSE
prm,ec0092376,2022-02-03T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,3,< 1 Year,2021-11-11T00:00:00Z,4,3,5,0,5,3,3,3,3,1,5,1,1,1,1,3.111111111111111,0,0,0.8,0.8,2.311111111111111,b231c6a4-e983-4615-ad36-d2b162bf2e49,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092377,2022-02-04T00:00:00Z,cecilia aulestia,Femenino,NA,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,1,< 1 Year,2022-01-04T00:00:00Z,3,0,2,0,0,3,1,2,1,3,5,1,5,1,3,2.2857142857142856,0.44999999999999996,0,0.4,0.85,1.4357142857142855,32a6f737-e4d8-41cb-aa68-9f6992ddd36f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092377,2022-05-06T00:00:00Z,cecilia aulestia,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,0,0,0,1,< 1 Year,2022-01-27T00:00:00Z,4,5,5,0,0,3,3,2,3,2,5,1,1,3,2,3.125,0,0,0.6000000000000001,0.6000000000000001,2.525,f40503a1-1a1a-4bf2-8551-c5de0721a319,MDG SESP con enfoque de género,2,2,91,1,TRUE
caminando,ec0092379,2022-04-21T00:00:00Z,diana jacome,Femenino,Presencial,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Tarjeta de identidad,Español,0,0,0,3,3 - 5 Years,2018-10-26T00:00:00Z,4,1,5,1,3,3,3,2,3,2,2,3,1,1,1,2.3,0,0,0.6000000000000001,0.6000000000000001,1.6999999999999997,adabcca3-33de-4426-b104-2495525c5db0,NA,1,1,0,1,FALSE
prm,ec0092384,2022-02-01T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Otro / No aplica,Femenino,NA,Español Inglés,Cédula de identidad / ciudadanía Pasaporte,NA,2,NA,NA,1,3 - 5 Years,2016-05-28T00:00:00Z,4,3,5,5,3,3,3,1,1,5,2,1,1,1,1,2.4,0,0,0,0,2.4,070511df-8e18-4bba-9492-ac2fbdc39106,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092384,2022-04-29T00:00:00Z,mishell yanez,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Pasaporte,Español,2,NA,2,1,1 - 3 Years,2022-04-29T00:00:00Z,4,5,5,5,3,3,3,3,3,3,3,4,1,1,1,3.4,0,0,0.4,0.4,3,f1e384ca-c771-4af0-b6e2-f25398a2076e,MDG Regular,2,2,87,1,TRUE
prm,ec0092385,2022-02-01T00:00:00Z,mishell yanez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,NA,NA,1,1 - 3 Years,2021-06-06T00:00:00Z,4,3,5,1,3,3,3,2,3,3,2,3,5,1,3,2.7,0,0,0.4,0.4,2.3000000000000003,0a1bb307-a5db-4037-96fa-35e9378d2798,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092385,2022-05-06T00:00:00Z,patricio jacome,Masculino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,< 1 Year,2021-07-06T00:00:00Z,4,5,5,5,1,3,5,3,3,3,5,3,1,3,2,3.6,0,0,0.4,0.4,3.2,9251e17d-d59e-494e-b9f1-7aab9b71596d,MDG SESP con enfoque de género,2,2,94,1,TRUE
prm,ec0092396,2022-01-31T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-10-17T00:00:00Z,4,1,5,5,5,3,3,3,3,2,5,1,5,5,5,3.5,0,0,0.6000000000000001,0.6000000000000001,2.9,64589727-0af2-4f47-99b0-a599dc9a3ce7,MDG Regular,1,1,0,1,FALSE
prm,ec0092398,2022-02-02T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,1,< 1 Year,2021-07-13T00:00:00Z,3,0,3,1,3,3,5,2,3,3,5,1,1,5,3,2.888888888888889,0.3,0,0.4,0.7,2.188888888888889,a644e229-941d-48bf-b42f-a86698457b4f,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092398,2022-04-13T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,1,0,1,1,< 1 Year,2021-07-13T00:00:00Z,4,5,5,5,0,3,3,3,3,3,5,1,1,1,1,3.3333333333333335,0,0,0.4,0.4,2.9333333333333336,8a47a126-059c-4a31-b033-b712e64a5bb5,MDG SESP con enfoque de género,2,2,70,1,TRUE
prm,ec0092404,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-06-23T00:00:00Z,4,3,5,3,3,3,5,3,3,2,5,1,5,1,3,3.3,0,0,0.6000000000000001,0.6000000000000001,2.6999999999999997,7b8945c6-a382-47b9-81e9-b87d7e7262e3,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092408,2022-02-03T00:00:00Z,ivett vanessa ramos bosquez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-29T00:00:00Z,5,3,3,5,1,3,5,2,3,3,3,1,1,3,2,3,0.3,0,0.4,0.7,2.3,ab11b0da-a862-477b-b7e8-0de36f215387,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092408,2022-05-03T00:00:00Z,vanessa ramos,Femenino,Presencial,Ecuatoriana,Femenino,NA,Español,Otro / No aplica,Español,2,0,2,1,< 1 Year,2021-09-29T00:00:00Z,4,1,5,5,5,3,3,3,3,2,3,3,1,5,3,3.3,0,0,0.6000000000000001,0.6000000000000001,2.6999999999999997,6f03b4a7-562d-4c90-983d-4feab61cfe23,MDG SESP con enfoque de género,2,2,89,1,TRUE
prm,ec0092409,2022-01-31T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,1,< 1 Year,2021-09-21T00:00:00Z,4,3,5,5,0,3,5,3,3,2,3,1,5,5,5,3.5555555555555554,0,0,0.6000000000000001,0.6000000000000001,2.9555555555555553,f2c71489-a6db-4109-93ac-c4c34cebb797,MDG Regular,1,1,0,1,FALSE
prm,ec0092411,2022-02-02T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-12T00:00:00Z,4,3,3,1,3,3,5,3,3,2,5,1,5,3,4,3.2,0.3,0,0.6000000000000001,0.9000000000000001,2.3,844e74bd-a242-4fb5-a5eb-9319c6266d29,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092411,2022-04-12T00:00:00Z,jetzabeth molina,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,1,< 1 Year,2021-09-12T00:00:00Z,5,5,5,1,0,3,5,3,3,3,5,3,5,5,5,3.888888888888889,0,0,0.4,0.4,3.488888888888889,f771e6ff-1d0a-4007-80ea-34e525b421a0,MDG SESP con enfoque de género,2,2,69,1,TRUE
prm,ec0092416,2022-01-31T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-06-21T00:00:00Z,4,1,5,1,3,3,5,2,3,2,3,1,5,5,5,2.8,0,0,0.6000000000000001,0.6000000000000001,2.1999999999999997,d33e1742-3332-40eb-83c8-5d3ed3ba352d,MDG Regular,1,1,0,1,FALSE
prm,ec0092419,2022-02-03T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Masculino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-11-17T00:00:00Z,5,3,5,0,3,3,3,3,3,2,5,1,1,1,1,3,0,0,0.6000000000000001,0.6000000000000001,2.4,60ecc95a-2414-4d32-948f-e14590abc136,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092420,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Pasaporte,Español,2,0,3,2,1 - 3 Years,2020-11-01T00:00:00Z,4,3,5,0,3,3,5,2,3,1,5,1,1,1,1,3,0,0,0.8,0.8,2.2,09540631-a4ba-42c7-ba66-e8ccde3d40e5,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092420,2022-04-18T00:00:00Z,jetzabeth molina,Femenino,Vía telefónica,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Pasaporte Visa Humanitaria,Español,2,0,2,2,1 - 3 Years,2020-11-01T00:00:00Z,4,5,5,0,3,3,5,3,3,3,5,3,5,3,4,3.888888888888889,0,0,0.4,0.4,3.488888888888889,a0dc0a5e-fc94-4b92-9ac2-97f8ea67d409,MDG SESP con enfoque de género,2,2,76,1,TRUE
prm,ec0092421,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-05-03T00:00:00Z,4,1,5,5,5,3,5,3,3,3,3,1,5,1,3,3.3,0,0,0.4,0.4,2.9,52dff355-668c-43e1-a198-ab5eb8e186d9,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092421,2022-04-12T00:00:00Z,gabriela soto,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,3,0,3,1,< 1 Year,2021-05-03T00:00:00Z,5,5,5,5,3,3,5,3,3,3,3,1,5,5,5,3.8,0,0,0.4,0.4,3.4,cbcedb51-79f0-4373-97e7-16cb33fe94dc,MDG SESP con enfoque de género,2,2,70,1,TRUE
prm,ec0092422,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-02-21T00:00:00Z,4,1,5,1,5,3,5,2,5,3,3,1,1,3,2,2.9,0,0,0.4,0.4,2.5,b8e59046-82ca-45f5-8798-bc478311db4d,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092422,2022-04-22T00:00:00Z,amelia bone,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Cédula de identidad / ciudadanía Visa de Protección Internacional,Español,1,0,1,2,1 - 3 Years,2021-02-21T00:00:00Z,5,0,5,1,3,3,3,3,3,2,5,3,1,5,3,3.2222222222222223,0,0,0.6000000000000001,0.6000000000000001,2.6222222222222222,fdad820c-edc9-4efd-9651-06e8c4d35134,MDG SESP con enfoque de género,2,2,77,1,TRUE
prm,ec0092423,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,1,< 1 Year,2021-08-24T00:00:00Z,3,3,5,1,0,3,5,3,1,2,3,1,1,3,2,2.4444444444444446,0,0,0.6000000000000001,0.6000000000000001,1.8444444444444446,73a04ecc-c3ac-45f5-bc93-77d42e0e6237,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092424,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,2,< 1 Year,2021-08-07T00:00:00Z,4,1,5,1,3,3,5,3,3,3,5,1,1,1,1,2.7,0,0,0.4,0.4,2.3000000000000003,5ae29648-35d3-4917-ad8a-a6ff57b6320f,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092425,2022-01-19T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Pasaporte,Español,1,0,1,2,< 1 Year,2021-10-30T00:00:00Z,4,3,3,5,3,2,3,2,5,5,5,1,1,1,1,3.2,0.3,0.1,0,0.4,2.8000000000000003,0243905c-c5e3-4b24-a9ba-1b76762fe73b,MDG Regular,1,1,0,1,FALSE
prm,ec0092426,2022-02-08T00:00:00Z,amelia bone,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,5,0,5,2,< 1 Year,2021-06-30T00:00:00Z,4,1,5,5,5,2,5,2,3,3,5,1,5,3,4,3.5,0,0.1,0.4,0.5,3,635f1475-0e3a-4e5a-bbe9-1cd3227dea0c,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092427,2022-01-25T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,0,0,0,2,< 1 Year,2021-10-10T00:00:00Z,4,3,5,0,3,3,3,2,3,3,3,1,1,1,1,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,854a94f2-0f0a-4d1f-8f0b-a81fd02cdb67,MDG Regular,1,1,0,1,FALSE
prm,ec0092428,2022-02-04T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,< 1 Year,2021-07-06T00:00:00Z,4,3,5,0,3,1,3,2,3,3,3,3,5,3,4,3.111111111111111,0,0.2,0.4,0.6000000000000001,2.511111111111111,aa81bfba-f789-4583-9778-805da3037968,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092428,2022-04-18T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Visa Humanitaria,Español,1,0,1,2,< 1 Year,2021-08-06T00:00:00Z,5,5,5,0,1,1,5,4,3,2,5,3,1,3,2,3.6666666666666665,0,0.2,0.6000000000000001,0.8,2.8666666666666663,0d42b002-eb99-4f5b-8c51-2dc6a8cd2347,MDG SESP con enfoque de género,2,2,73,1,TRUE
prm,ec0092429,2022-02-07T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,1 - 3 Years,2020-12-15T00:00:00Z,4,3,3,1,3,1,5,4,5,3,3,1,5,3,4,3.3,0.3,0.2,0.4,0.9,2.4,80b3b9f9-2bf1-4fd2-a9a1-92a638fdafd6,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092429,2022-04-22T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,3,1 - 3 Years,2020-12-15T00:00:00Z,5,5,5,1,5,1,5,4,3,2,5,3,1,3,2,3.8,0,0.2,0.6000000000000001,0.8,3,fe20783e-7fdf-412f-81a5-52f1970385fc,MDG SESP con enfoque de género,2,2,74,1,TRUE
prm,ec0092430,2022-02-03T00:00:00Z,elsa quishpi,Femenino,Vía telefónica,Ecuatoriana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2019-02-14T00:00:00Z,4,3,5,0,3,1,3,2,5,5,3,1,5,1,3,3,0,0.2,0,0.2,2.8,c9719754-28db-4ec0-afeb-d2e7da9f82ff,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092430,2022-04-20T00:00:00Z,elsa quishpi,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,1,0,1,2,1 - 3 Years,2019-02-14T00:00:00Z,4,3,5,0,5,3,5,4,3,2,2,3,5,3,4,3.6666666666666665,0,0,0.6000000000000001,0.6000000000000001,3.0666666666666664,597fa764-61a2-4b98-b9eb-83b4cd5052b7,MDG SESP con enfoque de género,2,2,76,1,TRUE
prm,ec0092431,2022-02-01T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Otro / No aplica,Español,4,0,4,1,1 - 3 Years,2020-11-27T00:00:00Z,3,0,5,3,5,3,5,1,1,2,5,1,1,5,3,3,0,0,0.6000000000000001,0.6000000000000001,2.4,d9d5343c-3cc5-43b5-af0d-2aaabdced605,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092431,2022-04-13T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,Sí,Español,Ningún documento,Español,4,0,4,1,1 - 3 Years,2020-11-27T00:00:00Z,3,0,5,5,5,3,5,1,1,3,5,1,1,5,3,3.2222222222222223,0,0,0.4,0.4,2.8222222222222224,0723ce9b-0e66-4eeb-b43a-dd987ef13620,MDG SESP con enfoque de género,2,2,71,1,TRUE
prm,ec0092432,2022-04-12T00:00:00Z,jetzabeth molina,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Otro / No aplica,Español,3,0,3,2,< 1 Year,2021-05-27T00:00:00Z,5,3,5,5,3,3,5,3,3,3,3,3,5,5,5,3.8,0,0,0.4,0.4,3.4,07b88a00-8344-4bb0-ab00-a33ac98837e7,MDG SESP con enfoque de género,1,1,0,1,FALSE
prm,ec0092434,2022-02-02T00:00:00Z,gabriela soto,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,4,0,4,3,< 1 Year,2021-06-26T00:00:00Z,4,1,5,5,3,3,5,2,3,3,3,1,5,5,5,3.2,0,0,0.4,0.4,2.8000000000000003,1d8efea7-683c-4c0f-abed-86faec691d79,MDG SESP con enfoque de género,2,1,0,0.5,TRUE
prm,ec0092434,2022-04-12T00:00:00Z,jetzabeth molina,Femenino,Presencial,Venezolana,Femenino,Sí,Español,Cédula de identidad / ciudadanía,Español,4,0,4,2,< 1 Year,2021-06-26T00:00:00Z,4,5,5,5,3,3,5,3,3,3,3,3,5,5,5,3.9,0,0,0.4,0.4,3.5,b7565991-6783-4c93-8c87-4c9643a661a2,MDG SESP con enfoque de género,2,2,69,1,TRUE
prm,ec0092439,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Otro / No aplica,Español,2,0,2,1,1 - 3 Years,2020-01-05T00:00:00Z,4,1,5,5,5,3,5,2,3,3,3,1,1,3,2,3.1,0,0,0.4,0.4,2.7,0feb53b7-7deb-48f4-ad24-5175d88d0550,MDG Regular,1,1,0,1,FALSE
prm,ec0092440,2022-02-04T00:00:00Z,amelia bone,Femenino,"Por Skype, Zoom u otra plataforma",Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,3,0,3,2,< 1 Year,2021-06-15T00:00:00Z,4,5,5,1,3,3,5,3,3,1,5,1,1,3,2,3.2,0,0,0.8,0.8,2.4000000000000004,9cdbefdb-9573-4cc8-b666-f372457daa10,MDG Regular,1,1,0,1,FALSE
prm,ec0092441,2022-02-07T00:00:00Z,bethzabe sanchez,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Ningún documento,Español,1,0,1,2,< 1 Year,2021-07-14T00:00:00Z,4,3,5,0,3,3,3,2,5,3,2,1,1,5,3,2.888888888888889,0,0,0.4,0.4,2.488888888888889,e5386334-ced4-4286-aaac-9b1717c3f36a,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092441,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Venezolana,Femenino,NA,Español,Visa Amparo,Español,2,0,2,2,< 1 Year,2021-07-01T00:00:00Z,5,5,5,0,5,3,3,4,5,2,5,3,5,3,4,4.333333333333333,0,0,0.6000000000000001,0.6000000000000001,3.733333333333333,60b37502-7452-48fe-a5a6-dd246b20ecf1,MDG Regular,2,2,70,1,TRUE
prm,ec0092443,2022-02-07T00:00:00Z,olga herrera,Femenino,Vía telefónica,Colombiana,Femenino,NA,Español,Cédula de identidad / ciudadanía Turno para admisibilidad,Español,1,0,1,1,< 1 Year,2021-10-07T00:00:00Z,4,1,5,1,0,3,3,2,5,3,2,1,5,3,4,2.5555555555555554,0,0,0.4,0.4,2.1555555555555554,664c7607-a190-472d-824a-71aca0ddeb3e,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092443,2022-04-18T00:00:00Z,olga herrera,Femenino,Presencial,Colombiana,Femenino,Sí,Español,Turno para admisibilidad,Español,1,0,1,1,1 - 3 Years,2021-10-07T00:00:00Z,4,5,5,5,0,3,3,3,5,2,3,3,5,3,4,3.888888888888889,0,0,0.6000000000000001,0.6000000000000001,3.2888888888888888,13455b1e-de5c-411e-9624-951db376c439,MDG Regular,2,2,70,1,TRUE
prm,ec0092444,2022-01-31T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Femenino,NA,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-06-26T00:00:00Z,4,1,5,1,3,3,3,2,5,3,3,1,1,1,1,2.4,0,0,0.4,0.4,2,18876860-4c66-4fce-81f8-67c6cad0f367,MDG Regular,2,1,0,0.5,TRUE
prm,ec0092444,2022-04-18T00:00:00Z,olga herrera,Femenino,Vía telefónica,Venezolana,Masculino,Sí,Español,Cédula de identidad / ciudadanía,Español,2,0,2,2,< 1 Year,2021-06-27T00:00:00Z,5,5,5,5,3,3,3,4,5,3,5,3,1,5,3,4.1,0,0,0.4,0.4,3.6999999999999997,0eca8ac6-ad33-4dbc-af6e-46d682b1b361,MDG Regular,2,2,77,1,TRUE
